2	103044989
3	15818139
4	5725065
5	2563488
6	1796183
7	1071984
8	1315269
9	841640
10	663712
11	523463
12	403278
13	348593
14	290145
15	256638
16	224232
17	200838
18	177772
19	154279
20	135035
21	119525
22	119240
23	97459
24	83957
25	75976
26	68643
27	63143
28	57945
29	52902
30	46695
31	43058
32	37760
33	34650
34	31458
35	28806
36	26648
37	24464
38	22491
39	21342
40	19692
41	19014
42	17738
43	17574
44	15658
45	15444
46	14087
47	13534
48	12591
49	11997
50	11190
51	10615
52	10045
53	9757
54	8925
55	8703
56	8066
57	7822
58	7512
59	7116
60	7129
61	6699
62	6865
63	6458
64	6628
65	6432
66	6673
67	6343
68	6658
69	6530
70	6769
71	6817
72	6769
73	6562
74	6436
75	6095
76	5948
77	5429
78	5211
79	4612
80	4422
81	4216
82	3950
83	3736
84	3570
85	3260
86	3014
87	2853
88	2844
89	2639
90	2573
91	2548
92	2518
93	2343
94	2230
95	2241
96	2081
97	1936
98	1870
99	1753
100	1750
101	1655
102	1550
103	1466
104	1306
105	1306
106	1224
107	1117
108	1049
109	960
110	996
111	936
112	840
113	785
114	711
115	698
116	669
117	719
118	680
119	685
120	620
121	606
122	640
123	585
124	584
125	567
126	529
127	515
128	491
129	490
130	479
131	465
132	451
133	403
134	455
135	398
136	405
137	327
138	383
139	349
140	351
141	310
142	345
143	344
144	336
145	313
146	289
147	275
148	313
149	298
150	294
151	289
152	283
153	288
154	307
155	282
156	293
157	230
158	286
159	248
160	236
161	266
162	237
163	197
164	263
165	252
166	226
167	190
168	197
169	172
170	190
171	199
172	180
173	183
174	136
175	164
176	137
177	186
178	175
179	159
180	177
181	136
182	140
183	151
184	148
185	132
186	126
187	132
188	109
189	131
190	138
191	119
192	108
193	125
194	117
195	98
196	86
197	82
198	92
199	97
200	102
201	86
202	81
203	80
204	74
205	82
206	72
207	57
208	82
209	79
210	79
211	72
212	62
213	72
214	52
215	54
216	57
217	71
218	57
219	58
220	48
221	43
222	56
223	51
224	43
225	47
226	48
227	45
228	59
229	48
230	45
231	37
232	39
233	50
234	39
235	43
236	39
237	51
238	53
239	68
240	76
241	106
242	79
243	120
244	102
245	87
246	105
247	94
248	92
249	73
250	71
251	80
252	58
253	55
254	57
255	52
256	50
257	45
258	47
259	58
260	60
261	78
262	89
263	72
264	75
265	73
266	78
267	71
268	51
269	49
270	42
271	46
272	38
273	39
274	39
275	34
276	38
277	30
278	23
279	20
280	23
281	30
282	43
283	32
284	34
285	29
286	22
287	32
288	28
289	35
290	34
291	34
292	31
293	25
294	27
295	34
296	34
297	37
298	31
299	30
300	37
301	32
302	20
303	35
304	20
305	24
306	22
307	16
308	22
309	20
310	23
311	18
312	18
313	14
314	21
315	10
316	18
317	22
318	28
319	28
320	22
321	26
322	21
323	22
324	19
325	15
326	14
327	16
328	16
329	20
330	16
331	19
332	13
333	16
334	11
335	21
336	16
337	12
338	17
339	18
340	18
341	24
342	16
343	13
344	24
345	9
346	13
347	12
348	10
349	6
350	12
351	5
352	11
353	16
354	9
355	7
356	2
357	8
358	11
359	4
360	5
361	8
362	6
363	7
364	9
365	5
366	7
367	7
368	14
369	12
370	12
371	20
372	28
373	30
374	44
375	36
376	24
377	35
378	29
379	22
380	19
381	21
382	17
383	13
384	12
385	17
386	9
387	12
388	16
389	11
390	16
391	14
392	11
393	16
394	15
395	11
396	12
397	10
398	8
399	11
400	15
401	10
402	9
403	11
404	7
405	15
406	7
407	9
408	7
409	6
410	8
411	6
412	5
413	5
414	9
415	4
416	7
417	2
418	3
419	6
420	6
421	4
422	7
423	6
424	10
425	5
426	6
427	9
428	6
430	3
431	2
432	9
433	3
434	5
437	5
438	4
439	3
440	5
441	2
442	3
443	3
444	1
445	7
446	1
447	7
448	6
449	2
450	3
451	2
452	2
453	7
454	3
455	1
456	3
457	6
458	1
459	2
460	5
461	1
462	5
463	2
464	4
465	6
466	2
467	1
468	5
469	4
470	3
471	3
472	2
473	5
474	3
475	4
476	4
477	4
478	2
479	10
481	2
482	4
483	3
484	2
485	3
486	3
487	3
488	2
489	4
490	5
491	6
492	7
493	1
494	4
495	3
496	1
497	5
498	6
499	4
500	2
501	3
502	1
503	2
504	4
505	3
506	2
507	1
508	8
509	2
511	2
512	1
513	1
514	3
516	1
517	1
518	7
519	2
520	1
521	2
524	4
525	2
526	2
527	4
528	3
529	1
530	1
531	3
532	1
533	1
534	5
535	1
536	2
538	1
539	2
540	2
541	3
542	1
545	1
547	2
548	4
549	3
550	2
552	1
553	1
554	1
556	2
559	4
560	1
561	1
562	3
563	2
564	1
565	1
566	3
567	1
568	2
569	1
570	2
571	4
572	2
573	1
574	2
575	1
576	2
578	1
579	2
582	2
583	2
584	1
586	1
587	2
588	1
590	2
595	1
599	1
600	3
602	1
603	3
