SUBJECT	OBJECT	METALINK_ID
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://als.dbpedia.org/resource/Halle_(Saale)	https://krr.triply.cc/krr/metalink/id/link/431932259
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://an.dbpedia.org/resource/Halle_(Saxonia-Anhalt)	https://krr.triply.cc/krr/metalink/id/link/431932261
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://ar.dbpedia.org/resource/هاله_(سكسونيا-أنهالت)	https://krr.triply.cc/krr/metalink/id/link/431932263
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://ba.dbpedia.org/resource/Галле_(Саксония-Анхальт)	https://krr.triply.cc/krr/metalink/id/link/431932265
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://be-x-old.dbpedia.org/resource/Гале-на-Заале	https://krr.triply.cc/krr/metalink/id/link/431932267
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://bg.dbpedia.org/resource/Хале	https://krr.triply.cc/krr/metalink/id/link/431932269
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://ca.dbpedia.org/resource/Halle_(Saxònia-Anhalt)	https://krr.triply.cc/krr/metalink/id/link/431932271
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://cs.dbpedia.org/resource/Halle	https://krr.triply.cc/krr/metalink/id/link/431932273
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://da.dbpedia.org/resource/Halle_(Saale)	https://krr.triply.cc/krr/metalink/id/link/431932275
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://dbpedia.org/resource/Halle,_Saxony-Anhalt	https://krr.triply.cc/krr/metalink/id/link/431932277
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://dbpedia.org/resource/Halle_(Saale)	https://krr.triply.cc/krr/metalink/id/link/431932279
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://de.dbpedia.org/resource/Halle_(Saale)	https://krr.triply.cc/krr/metalink/id/link/431932281
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://el.dbpedia.org/resource/Χάλλε_(Ζάαλε)	https://krr.triply.cc/krr/metalink/id/link/431932283
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://eo.dbpedia.org/resource/Halle_(Saale)	https://krr.triply.cc/krr/metalink/id/link/431932285
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://es.dbpedia.org/resource/Halle_(Sajonia-Anhalt)	https://krr.triply.cc/krr/metalink/id/link/431932287
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://et.dbpedia.org/resource/Halle	https://krr.triply.cc/krr/metalink/id/link/431932289
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://eu.dbpedia.org/resource/Halle_(Saxonia-Anhalt)	https://krr.triply.cc/krr/metalink/id/link/431932291
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://fa.dbpedia.org/resource/هاله_(شهر)	https://krr.triply.cc/krr/metalink/id/link/431932293
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://fi.dbpedia.org/resource/Halle	https://krr.triply.cc/krr/metalink/id/link/431932295
http://af.dbpedia.org/resource/Halle,_Sakse-Anhalt	http://fr.dbpedia.org/resource/Halle_(Saxe-Anhalt)	https://krr.triply.cc/krr/metalink/id/link/431932297
